Intermediary Value,nanoTime
15,76375441198900
46,76375441270600
23,76375441310500
70,76375441353700
35,76375441392900
106,76375441431300
53,76375441482800
160,76375441522700
80,76375441562500
40,76375441606200
20,76375441645700
10,76375441706300
5,76375441769200
16,76375441835500
8,76375441894700
4,76375441936700
2,76375442017600
1,76375442056800
