"Intermediary Value","nanoTime"
"74","9320881989500"
"37","9320881995200"
"112","9320881997600"
"56","9320881999600"
"28","9320882003100"
"14","9320882005000"
"7","9320882006700"
"22","9320882010400"
"11","9320882012400"
"34","9320882014200"
"17","9320882021200"
"52","9320882023000"
"26","9320882024800"
"13","9320882030000"
"40","9320882031900"
"20","9320882033700"
"10","9320882037700"
"5","9320882039600"
"16","9320882041400"
"8","9320882044800"
"4","9320882046600"
"2","9320882048300"
"1","9320882054100"
