"Intermediary Value","nanoTime"
"57","9320869480700"
"172","9320869485900"
"86","9320869490800"
"43","9320869496900"
"130","9320869499600"
"65","9320869502100"
"196","9320869506200"
"98","9320869508800"
"49","9320869511100"
"148","9320869515200"
"74","9320869517900"
"37","9320869520200"
"112","9320869524200"
"56","9320869526800"
"28","9320869529300"
"14","9320869533600"
"7","9320869536300"
"22","9320869539600"
"11","9320869543800"
"34","9320869546400"
"17","9320869548800"
"52","9320869553900"
"26","9320869556400"
"13","9320869558900"
"40","9320869562800"
"20","9320869565400"
"10","9320869567800"
"5","9320869571900"
"16","9320869574300"
"8","9320869576700"
"4","9320869580600"
"2","9320869583100"
"1","9320869585500"
