"Intermediary Value","nanoTime"
"99","9320902524700"
"298","9320902527900"
"149","9320902529900"
"448","9320902533300"
"224","9320902534900"
"112","9320902536400"
"56","9320902539500"
"28","9320902541400"
"14","9320902542800"
"7","9320902545800"
"22","9320902547400"
"11","9320902548900"
"34","9320902551800"
"17","9320902553700"
"52","9320902555100"
"26","9320902557800"
"13","9320902559500"
"40","9320902560900"
"20","9320902562300"
"10","9320902566200"
"5","9320902567600"
"16","9320902568900"
"8","9320902572000"
"4","9320902573400"
"2","9320902574800"
"1","9320902578400"
